StockCode,Description,TotalQuantity,TotalRevenue,OrderCount
84508C,BLUE CIRCLES DESIGN TEDDY,52,132.6,20
62096A,PINK/YELLOW FLOWERS HANDBAG,106,132.5,8
21401,BLUE PUDDING SPOON,1010,132.29999999999998,58
84638,SMALL KITCHEN FLOWER POTS PLAQUE,19,132.05,12
90030B,RED KUKUI COCONUT SEED NECKLACE,112,131.8,15
90120C,GREEN MURANO TWIST BRACELET,31,131.75,7
79191B,RETRO PLASTIC POLKA TRAY,154,130.9,26
22870,NUMBER TILE COTTAGE GARDEN 2,67,130.65,15
22124,SET OF 2 TEA TOWELS PING MICROWAVE,79,130.37,23
22395,PAPERWEIGHT VINTAGE PAISLEY,134,130.26,15
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,222,129.94,12
20823,GOLD WINE GOBLET,164,129.56,7
21319,GLASS CHALICE GREEN  SMALL ,147,129.51,12
21368,MIRRORED WALL ART LADIES,161,129.15,30
20826,SILVER APERITIF GLASS,276,128.4,8
85095,THREE CANVAS LUGGAGE TAGS,66,128.26,10
84993A,75 GREEN PETIT FOUR CASES,305,128.1,33
84800S,SMALL WHITE/PINK ROSE ART FLOWER,113,127.57000000000001,9
90198B,VINTAGE ROSE BEAD BRACELET BLACK,30,127.5,11
84882,GREEN WIRE STANDING CANDLE HOLDER,34,127.5,15
21025,SPACE FROG,100,127.25,16
85130A,BEADED PEARL HEART WHITE LARGE,77,127.04999999999998,10
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,20,127.0,10
72130,COLUMBIAN CANDLE ROUND,215,126.79,24
23303,SET 4 PICNIC CUTLERY FONDANT,65,126.75,6
20654,FIRST CLASS LUGGAGE TAG ,105,126.69,23
85067,CREAM SWEETHEART WALL CABINET,7,126.64999999999999,5
85202,HANGING WOOD AND FELT HEART,300,126.0,39
22263,FELT EGG COSY LADYBIRD ,256,125.68,18
90210D,PURPLE ACRYLIC FACETED BANGLE,104,125.0,5
90145,SILVER HOOP EARRINGS WITH FLOWER,21,124.95,11
84510C,SET OF 4 POLKADOT COASTERS,98,124.92,32
85129B,BEADED CRYSTAL HEART GREEN SMALL,101,124.11,16
72799C,PINK PILLAR CANDLE SILVER FLOCK,80,123.68,18
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,93,123.20999999999998,19
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,324,123.12,7
85094,CANDY SPOT EGG WARMER RABBIT,502,122.94000000000001,30
20616,CHERRY BLOSSOM PASSPORT COVER,134,122.78,25
85055,FRENCH ENAMEL UTENSIL HOLDER,37,122.75,10
84877D,BLUE ROUND COMPACT MIRROR,88,122.5,11
21027,NINJA RABBIT PINK,101,122.45,17
20735,BLACK MINI TAPE MEASURE ,158,121.3,30
44234,ASSORTED CIRCULAR MOBILE,645,121.04999999999998,19
20845,ZINC HEART LATTICE 2 WALL PLANTER,19,120.64999999999999,11
85131B,BEADED CRYSTAL HEART GREEN ON STICK,142,120.38,13
22104,MIRROR MOSAIC CANDLE PLATE,151,120.07,12
35972,DAISY FOLKART HEART DECORATION,96,120.0,16
20696,FLORAL SOFT CAR TOY,32,120.0,10
23463,VINTAGE ZINC WATERING CAN,12,119.39999999999999,7
85087,CANDY SPOT CUSHION COVER,40,119.36000000000001,7
85135A,YELLOW DRAGONFLY HELICOPTER,15,119.25,6
84709B,PINK OVAL JEWELLED MIRROR,20,119.0,11
84741C,CITRUS GARLAND FELT FLOWERS ,60,117.0,14
21698,MOCK LOBSTER FRIDGE MAGNET,266,116.62,22
23185,FRENCH STYLE STORAGE JAR JAM,323,116.58999999999999,30
72780,BLACK SILOUETTE CANDLE PLATE,137,116.44999999999999,20
51020A,SUMMER FUN DESIGN SHOWER CAP,325,116.32999999999998,18
21826,EIGHT PIECE DINOSAUR SET,93,116.25,18
90210C,RED   ACRYLIC FACETED BANGLE,94,115.9,5
84865,NEW BAROQUE BLACK PHOTO ALBUM,26,115.55,11
21418,STARFISH SOAP DISH,59,115.25,12
22135,LADLE LOVE HEART PINK,262,114.96,48
10080,GROOVY CACTUS INFLATABLE,291,114.41,21
84673B,BLUE FLY SWAT,135,114.21000000000001,42
90191,SILVER LARIAT 40CM,22,113.9,7
90192,JADE DROP EARRINGS W FILIGREE,23,113.85000000000001,8
47518F,ICON PLACEMAT POP ART ELVIS,827,113.64,28
84228,HEN HOUSE W CHICK STANDING,284,113.28,19
85131D,BEADED CRYSTAL HEART PINK ON STICK,115,113.09,12
84925F,PSYCHEDELIC WALL THERMOMETER,80,112.47999999999999,14
84846A,SCENTED CANDLE IN DIGITALIS TIN,53,111.30000000000001,10
84576,BLUE CAT BISCUIT BARREL PINK HEART,57,111.14999999999999,9
22882,NUMBER TILE VINTAGE FONT 3,83,110.28999999999999,20
23496,PANTRY KITCHEN THERMOMETER ,88,110.0,22
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,24,109.80000000000001,10
84595E,LARGE TORTILLA DESIGN RED BOWL,64,109.79999999999998,9
21400,RED PUDDING SPOON,837,109.74,48
21278,VINTAGE KITCHEN PRINT PUDDINGS,43,109.64999999999999,7
22877,NUMBER TILE COTTAGE GARDEN 9,56,109.2,13
23578,SNACK TRAY RED GINGHAM,56,109.2,11
35638B,PINK/BLUE STRING CURTAIN ,56,109.2,4
22878,NUMBER TILE COTTAGE GARDEN No,52,109.2,11
20655,QUEEN OF SKIES LUGGAGE TAG,89,109.11,34
21814,HEART T-LIGHT HOLDER ,75,108.75,12
90199C,5 STRAND GLASS NECKLACE CRYSTAL,17,107.94999999999999,7
17090A,LAVENDER INCENSE 40 CONES IN TIN,109,107.44999999999999,10
22872,NUMBER TILE COTTAGE GARDEN 4,55,107.25,13
21904,HOUSE WRECKING METAL SIGN ,51,107.10000000000001,23
21518,BANK ACCOUNT  GREETING  CARD ,265,106.97999999999999,17
23151,ZINC SWEETHEART SOAP DISH,60,106.9,19
23477,WOODLAND LARGE BLUE FELT HEART,85,106.25,8
85215,ASSORTED CHEESE FRIDGE MAGNETS,163,105.95000000000002,8
20775,DAISY NOTEBOOK ,64,105.6,20
22868,NUMBER TILE COTTAGE GARDEN 0 ,54,105.3,10
22874,NUMBER TILE COTTAGE GARDEN 6,54,105.3,11
16052,TEATIME PUSH DOWN RUBBER,467,105.28999999999999,6
84748,FOLK FELT HANGING MULTICOL GARLAND,28,105.0,8
22039,BOTANICAL LILY GIFT WRAP,250,105.0,7
23574,PACKING CHARGE,14,105.0,14
84461,12 PINK HEN+CHICKS IN BASKET,41,104.55,14
90014A,SILVER/MOP ORBIT NECKLACE,16,103.19999999999999,10
21157,RED RETROSPOT WASHBAG,49,102.9,14
22885,NUMBER TILE VINTAGE FONT 6 ,79,102.49,12
22881,NUMBER TILE VINTAGE FONT 2,79,102.49,13
21366,MIRRORED WALL ART PHOTO FRAMES,24,102.0,10
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,120,102.0,21
90148,LONG SILVER NECKLACE PASTEL FLOWER,8,102.0,5
90196A,PURPLE GEMSTONE NECKLACE 45CM,8,102.0,5
35819B,"ACRYLIC HANGING JEWEL,BLUE",268,101.84,22
22871,NUMBER TILE COTTAGE GARDEN 3 ,52,101.39999999999999,10
22876,NUMBER TILE COTTAGE GARDEN 8,52,101.39999999999999,11
47594A,CAROUSEL DESIGN WASHBAG,52,101.39999999999999,26
84509E,SET OF 4 CAROUSEL PLACEMATS ,70,101.06,8
16033,MINI HIGHLIGHTER PENS,840,100.79999999999998,4
20796,SMALL BLUE PROVENCAL CERAMIC BALL,61,100.64999999999999,8
22883,NUMBER TILE VINTAGE FONT 4,78,100.53999999999999,11
35818P,"ACRYLIC JEWEL ICICLE, PINK",264,100.32000000000001,17
85129C,BEADED CRYSTAL HEART BLUE SMALL,77,99.88,12
22875,NUMBER TILE COTTAGE GARDEN 7,51,99.45,14
17091A,LAVENDER INCENSE IN TIN,172,99.29,25
84906,PINK B'FLY C/COVER W BOBBLES,28,98.6,10
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,11,98.44999999999999,7
22407,MONEY BOX FIRST ADE DESIGN,94,98.07,23
84723,CHERRY BLOSSOM CANVAS ART PICTURE,41,97.95,6
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,137,96.88999999999999,11
84801A,PINK HYDRANGEA ART FLOWER,46,96.60000000000001,5
79190D,RETRO PLASTIC DAISY TRAY,227,95.34,25
90195A,PURPLE GEMSTONE BRACELET,16,95.2,7
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,76,95.0,11
84666,SQUARE CHERRY BLOSSOM CABINET,24,94.80000000000001,4
22884,NUMBER TILE VINTAGE FONT 5,75,94.69,16
84898F,YELLOW FLOWERS FELT HANDBAG KIT,45,94.50000000000001,18
46776F,WOVEN ROSE GARDEN CUSHION COVER ,19,94.05000000000001,8
90125A,PINK BERTIE GLASS BEAD BAG CHARM,109,93.89999999999999,6
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,11,93.5,7
90185A,AMBER DIAMANTE EXPANDABLE RING,22,93.5,5
85167B,BLACK GRAND BAROQUE PHOTO FRAME,48,93.0,7
22886,NUMBER TILE VINTAGE FONT 7,74,92.74,13
20731,POSY CANDY BAG,74,92.5,8
20795,LARGE BLUE PROVENCAL CERAMIC BALL,44,92.4,8
20773,BLUE PAISLEY NOTEBOOK,56,92.39999999999999,23
47503H,ASS FLORAL PRINT SPIRIT LEVEL ,96,92.08,32
82615,PINK MARSHMALLOW SCARF KNITTING KIT,36,91.8,1
22873,NUMBER TILE COTTAGE GARDEN 5,47,91.64999999999999,13
90032,IVORY SHELL HEART NECKLACE,19,90.67,6
85230F,JASMINE VOTIVE CANDLE,338,90.33999999999999,12
21690,SILVER  CANDLEPOT JARDIN ,24,90.0,7
37343,POLKADOT MUG PINK ,62,89.69999999999999,8
85179C,PINK BITTY LIGHT CHAIN,69,89.65,7
90010E,AMBER GLASS/SILVER BRACELET,10,89.5,7
35400,WOODEN BOX ADVENT CALENDAR ,10,89.5,5
90185C,BLACK DIAMANTE EXPANDABLE RING,21,89.25,5
21281,VINTAGE KITCHEN PRINT SEAFOOD,35,89.24999999999999,6
90019A,SILVER M.O.P ORBIT BRACELET,18,89.10000000000001,9
22880,NUMBER TILE VINTAGE FONT 1,72,88.84,11
21678,PAISLEY PATTERN  STICKERS,104,88.39999999999999,16
84984A,GREEN PEONY CUSHION COVER,19,88.35000000000001,6
21370,MIRRORED WALL ART FOXY,15,88.2,8
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",11,87.45,4
23442,12 HANGING EGGS HAND PAINTED,42,87.36,7
90180A,BLACK+WHITE NECKLACE W TASSEL,13,87.35,5
21420,OYSTER TRINKET BOX,48,87.12,13
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,77,86.75,23
20774,GREEN FERN NOTEBOOK,52,85.8,22
90014B,GOLD M PEARL  ORBIT NECKLACE,10,85.5,8
75172,PAINTED SEA SHELL METAL WINDCHIME,93,85.31,8
90200C,BLUE SWEETHEART BRACELET,20,85.0,6
90120B,BLUE MURANO TWIST BRACELET,20,85.0,5
21032,SPACE CADET WHITE,65,84.88,15
84527,FLAMES SUNGLASSES PINK LENSES,47,84.44999999999999,6
35933,PINK STOCKING CHRISTMAS DECORATION,222,84.36,16
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,17,84.15,5
16169K,WRAP FOLK ART,200,84.0,8
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",67,83.75,14
35920,FOUR RABBIT EASTER DECORATIONS,67,83.75,11
84531B,BLUE KNITTED EGG COSY,150,83.46,25
90123A,PINK HEART OF GLASS BRACELET,14,83.3,8
21003,ROSE DU SUD CUSHION COVER,13,82.55,6
35638A,PINK AND BLACK STRING CURTAIN,38,82.1,5
16049,TEATIME GEL PENS ASST,504,82.08,5
21349,IVY HEART WREATH,12,81.0,7
35915C,PEACH KNITTED HEN ,49,80.85,8
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,14,80.75,4
21095,SET/6 POSIES PAPER PLATES,95,80.75,9
90175C,BLUE GLASS CHUNKY CHARM BRACELET,9,80.55,6
90175A,WHITE GLASS CHUNKY CHARM BRACELET,9,80.55,8
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,38,79.80000000000001,5
90162B,ANT SILVER LIME GREEN BOUDICCA RING,27,79.65,10
20821,GOLDIE LOOKING MIRROR,16,79.2,5
23464,VINTAGE ZINC WATERING CAN SMALL,16,79.2,6
84984B,RED PEONY CUSHION COVER ,17,79.05000000000001,5
84507B,STRIPES DESIGN MONKEY DOLL,31,79.05,14
84685,BEACH HUT KEY CABINET,21,78.75,9
84847,FLORAL BATHROOM SET,21,78.75,11
85131C,BEADED CRYSTAL HEART BLUE ON STICK,73,78.71,11
90123C,GREEN HEART OF GLASS BRACELET,13,77.35,5
22887,NUMBER TILE VINTAGE FONT 8,66,77.14,11
90016B,GOLD/M.O.P PENDANT ORBIT NECKLACE,9,76.5,8
20657,TROPICAL LUGGAGE TAG,61,76.39,22
20941,FROG CANDLE,61,76.25,17
90170,DAISY HAIR BAND,46,75.89999999999999,6
21372,MIRRORED WALL ART TABLE LAMP,67,75.73,25
23467,VINTAGE ZINC PLANTER  ,23,75.67,5
79403,FROSTED WHITE BASE ,89,75.64999999999999,11
20798,CLEAR MILKSHAKE GLASS,36,75.60000000000001,5
84870B,BLUE GEISHA GIRL ,20,75.0,10
85096,HILDA CANDY SPOT RABBIT,20,75.0,11
84870C,GREEN GEISHA GIRL ,20,75.0,10
22764,"RUSTIC WOODEN CABINET, GLASS DOORS",3,74.85,2
90081A,LILY BROOCH AMETHYST COLOUR,15,74.25,8
46776B,WOVEN BERRIES CUSHION COVER ,15,74.25,7
20997,ROSE DU SUD CUSHION COVER ,15,74.25,5
90030C,BROWN KUKUI COCONUT SEED NECKLACE,74,74.0,8
20699,MOUSEY LONG LEGS SOFT TOY,29,73.94999999999999,11
20898,VINTAGE NOTEBOOK TRAVELOGUE,25,73.75,4
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,25,73.75,9
17084P,DRAGONS BLOOD INCENSE,349,73.29,13
72801D,4 SKY BLUE DINNER CANDLES,58,72.5,12
90018A,SILVER M.O.P ORBIT DROP EARRINGS,17,72.25,9
46000P,POLYESTER FILLER PAD 65CMx65CM,17,72.25,5
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,72,72.0,7
84927E,FLOWERS TILE HOOK,57,71.82000000000001,11
84531A,PINK KNITTED EGG COSY,140,71.75999999999999,25
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,6,71.69999999999999,6
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,8,71.6,4
90098,NECKLACE+BRACELET PINK BUTTERFLY,28,71.39999999999999,9
22888,NUMBER TILE VINTAGE FONT 9 ,63,71.28999999999999,8
20933,YELLOW POT PLANT CANDLE,23,71.05,9
21100,CHARLIE AND LOLA CHARLOTTE BAG,43,70.95,8
47589,CONGRATULATIONS BUNTING,13,70.85000000000001,3
51020B,STRIPY DESIGN SHOWER CAP,197,70.57,15
90164A,PINK ROSEBUD PEARL BRACELET,19,70.35,6
84661C,PINK SQUARE TABLE CLOCK,62,70.10000000000001,5
16161G,WRAP BAD HAIR DAY,700,70.0,22
84881,BLUE WIRE SPIRAL CANDLE HOLDER,11,69.85,5
81952V,ROUND PURPLE CLOCK WITH SUCKER,367,69.73,24
90124C,GREEN MURANO TWIST NECKLACE,7,69.64999999999999,4
22879,NUMBER TILE VINTAGE FONT 0,62,69.34,8
90158,ST TROPEZ NECKLACE,14,69.30000000000001,6
46776A,WOVEN BUBBLE GUM CUSHION COVER,14,69.30000000000001,6
85197,SET OF 12 MINI BUNNIES IN A BUCKET,33,69.30000000000001,18
46776E,WOVEN CANDY CUSHION COVER ,14,69.3,5
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",160,68.84,13
72801G,4 BURGUNDY WINE DINNER CANDLES,55,68.75,11
84231,EASTER BUNNY WITH BASKET ON BACK,105,68.25,18
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,86,68.06,6
90151,SILVER/NATURAL SHELL NECKLACE,8,68.0,4
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,8,68.0,5
22184,CAKE STAND VICTORIAN FILIGREE LARGE,8,68.0,4
84247K,"FOLK ART GREETING CARD,pack/12",23,67.85000000000001,9
17014A,ORIGAMI VANILLA INCENSE CONES,154,67.83,7
35921,EASTER BUNNY HANGING GARLAND,54,67.5,11
85049B,LUSH GREENS RIBBONS,54,67.5,13
90003D,CRYSTAL PAIR HEART HAIR SLIDES,18,67.5,7
72811,SMALL ZINC/GLASS CANDLEHOLDER,49,67.25,6
90108,BLUE BLOSSOM HAIR CLIP,64,67.2,6
35819P,"ACRYLIC HANGING JEWEL,PINK",95,66.55,7
84686,BEACH HUT MIRROR,49,66.39,8
90164B,WHITE  ROSEBUD PEARL BRACELET,28,65.7,7
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,11,65.45,6
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,74,65.39999999999999,5
84247N,PACK/12 BLUE FOLKART CARDS,22,64.9,18
90206C,CRYSTAL DIAMANTE STAR BROOCH,13,64.35000000000001,7
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,13,64.35000000000001,4
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,75,63.75,9
21692,SILVER LATTICE VANILLA CANDLE POT,17,63.75,7
90146,FINE SILVER NECKLACE W PASTEL FLOWE,13,63.75,3
84875D,BLUE SQUARE COMPACT MIRROR,51,63.75,8
85188B,PINK METAL SWINGING BUNNY,75,63.74999999999999,8
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,73,63.3,3
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",162,63.28000000000001,5
22145,CHRISTMAS CRAFT HEART STOCKING ,30,63.0,1
84452,METAL RABBIT LADDER EASTER ,74,62.9,16
47591B,SCOTTIES CHILDRENS APRON,38,62.699999999999996,10
90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,7,62.64999999999999,5
90010B,BLACK/WHITE GLASS/SILVER BRACELET,7,62.64999999999999,3
84859B,BLUE DISCO HANDBAG,31,62.629999999999995,10
35637C,PINK STRING CURTAIN WITH POLE,28,62.6,7
40046A,RED DAISY PAPER LAMPSHADE,50,62.5,6
84760S,SMALL HANGING GLASS+ZINC LANTERN,43,62.349999999999994,8
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,80,62.150000000000006,6
21087,SET/6 POSIES PAPER CUPS,126,62.120000000000005,10
90129B,TURQUOISE GLASS TASSLE BAG CHARM ,21,61.95000000000001,6
20848,ZINC HEART LATTICE CHARGER SMALL,21,61.95,8
71496A,A4 WALL TIDY BLUE OFFICE,114,61.86000000000001,5
16151A,FLOWERS HANDBAG blue and orange,49,61.25,3
84985A,SET OF 72 GREEN PAPER DOILIES,42,60.9,18
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,36,60.84,2
84984D,ORIENTAL RED CUSHION COVER ,13,60.45,4
37479B,CUBIC MUG FLOCK BLUE ON BROWN,127,60.33,17
37467,PIG MUG IN TWO COLOUR DESIGNS,128,60.04,11
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,16,60.0,3
46126A,ELVIS WALLHANGING / CURTAIN,48,60.0,6
90173,PAIR BUTTERFLY HAIR CLIPS,16,60.0,3
82011A,"BATHROOM SCALES, TROPICAL BEACH",16,60.0,10
90124A,PINK MURANO TWIST NECKLACE,6,59.699999999999996,4
84910A,PINK PAISLEY CUSHION COVER ,10,59.5,6
46776D,WOVEN SUNSET CUSHION COVER ,12,59.400000000000006,3
84905,PINK BUTTERFLY CUSHION COVER ,12,59.400000000000006,2
21910,WAY OUT METAL SIGN ,36,59.39999999999999,8
90183A,AMBER DROP EARRINGS W LONG BEADS,20,59.00000000000001,5
79071B,ENGLISH ROSE METAL WASTE BIN,20,59.0,11
90166,PINK & WHITE ROSEBUD RING,14,58.900000000000006,8
21946,PARTY TIME DESIGN FLANNEL,72,58.9,11
20760,GARDEN PATH POCKET BOOK,69,58.65,21
90210B,CLEAR ACRYLIC FACETED BANGLE,40,58.6,6
71495B,CD WALL TIDY RED FLOWERS,160,58.56,5
71406C,BLACK ORANGE SQUEEZER,138,57.96,21
84466,TOP SECRET PEN SET,46,57.5,10
84597C,RETRO PINK BALL ASHTRAY ,46,57.5,13
85006,SET 4 NURSERY DES ROUND BOXES,55,57.25,9
37479P,CUBIC MUG FLOCK PINK ON BROWN,130,57.18,20
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,17,56.95,8
16046,TEATIME PEN CASE & PENS,67,56.949999999999996,13
44236,PINK/PURPLE CIRCLE CURTAIN,52,56.52,6
47341B,BLUE TABLE RUN FLOWER,45,56.25,11
84874B,BLUE TRAVEL FIRST AID KIT,34,56.1,7
85008,SET OF 3 CONEY ISLAND OVAL BOXES,12,55.95,7
90214A,"LETTER ""A"" BLING KEY RING",63,55.71,14
84679,CLASSICAL ROSE TABLE LAMP,6,55.7,2
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",7,55.650000000000006,5
21777,RECIPE BOX WITH METAL HEART,7,55.65,3
21002,ROSE DU SUD DRAWSTRING BAG,13,55.25,5
90185B,AMETHYST DIAMANTE EXPANDABLE RING,13,55.25,3
21722,SWEET PUDDING STICKER SHEET,65,55.24999999999999,15
84750B,BLACK SMALL GLASS CAKE STAND,61,54.99,12
20835,FRENCH LATTICE CUSHION COVER ,66,54.779999999999994,7
72132,COLUMBIAN CUBE CANDLE,28,54.599999999999994,12
46776C,WOVEN FROST CUSHION COVER,11,54.45,6
90081C,LILY BROOCH OLIVE COLOUR,11,54.45,6
20759,CHRYSANTHEMUM POCKET BOOK ,64,54.4,20
37333,"RETRO ""TEA FOR ONE"" ",14,54.3,11
20869,GOLD FABRIC MIRROR,139,54.21000000000001,17
90065A,WHITE VINTAGE CRYSTAL BRACELET,8,54.0,3
20793,BLUE TILED TRAY,8,54.0,4
79323B,BLACK CHERRY LIGHTS,8,54.0,1
84927A,WAKE UP COCKEREL TILE HOOK,46,53.85,14
20851,ZINC HEART LATTICE TRAY OVAL ,9,53.550000000000004,7
82095,HEART BUTTONS JEWELLERY BOX,7,53.550000000000004,4
47586A,PINK FAIRY CAKE CUSHION COVER,21,53.55,8
20756,GREEN FERN POCKET BOOK,63,53.55,22
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,32,52.8,8
35968,FOLK ART METAL HEART T-LIGHT HOLDER,145,52.760000000000005,18
84842,HELLO SAILOR BATHROOM SET,14,52.5,9
90176D,DIAMANTE NECKLACE PURPLE,7,52.5,4
90039D,FIRE POLISHED GLASS BRACELET GREEN,14,52.5,2
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,38,52.5,3
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,30,52.5,3
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,59,52.05,3
35649,VINTAGE BEAD COSMETIC BAG ,16,51.82,6
85028S,FRENCH CHATEAU SMALL FRUITBOWL,24,51.599999999999994,8
84597B,RETRO BROWN BALL ASHTRAY ,41,51.25,5
21031,SPACE CADET BLACK,40,51.21,10
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,20,51.0,13
90194,SILVER LARIAT BLACK STONE EARRINGS,12,51.0,6
90196B,BLACK GEMSTONE NECKLACE 45CM,4,51.0,4
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,3,50.849999999999994,3
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,8,50.8,4
90199A,5 STRAND GLASS NECKLACE BLACK,8,50.8,3
20910,VINTAGE PHOTO ALBUM PARIS DAYS,8,50.8,3
21460,GREEN EASTER EGG HUNT START POST,26,50.699999999999996,9
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,24,50.400000000000006,2
47348A,FUSCHIA VOILE POINTY SHOE DEC,97,50.31,15
44242B,PINK FEATHERS CURTAIN,52,50.28,3
35265,COLOURFUL FLOWER FRUIT BOWL,16,50.25,11
90129C,GREEN GLASS TASSLE BAG CHARM,17,50.150000000000006,6
90177D,DROP DIAMANTE EARRINGS PURPLE,17,50.150000000000006,6
72812,LARGE ZINC GLASS CANDLEHOLDER,18,49.980000000000004,4
90086,CRYSTAL FROG PHONE CHARM,85,49.93,11
21816,CHRISTMAS TREE T-LIGHT HOLDER,34,49.3,7
84497,BUTTONS AND STRIPES NOTEBOOK ,13,48.75,7
72133,COLUMBIAN CANDLE RECTANGLE,39,48.75,13
21720,CAKE SHOP  STICKER SHEET,57,48.449999999999996,8
20697,LITTLE GREEN MONSTER SOFT TOY,19,48.449999999999996,9
21943,CAKES AND RABBITS DESIGN FLANNEL ,57,48.449999999999996,10
84402B,PURPLE DRESS JEWELLERY STAND,61,48.19,3
90031,BILI NUT AND WOOD NECKLACE,48,48.0,5
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",6,47.7,2
90036A,FLOWER GARLAND NECKLACE RED,6,47.7,4
90123B,TURQUOISE HEART OF GLASS BRACELET,8,47.6,4
90070,RUBY GLASS CLUSTER BRACELET,8,47.6,3
17084J,LOVE POTION MASALA INCENSE,225,47.25,8
84706F,RED PEONY TABLE CLOCK,16,47.2,10
90129F,RED GLASS TASSLE BAG CHARM,16,47.2,5
84715,SET OF 6 ICE CREAM SKITTLES,16,47.2,3
84086B,YELLOW/BLUE RETRO RADIO,16,47.2,7
72134,COLUMBIAN  CUBE CANDLE ,98,47.18,8
84857B,BLUE MONTE CARLO HANDBAG,24,46.8,1
84750A,PINK SMALL GLASS CAKE STAND,24,46.8,1
84549,CROCHET WHITE RABBIT KEYRING ,31,46.349999999999994,3
35833P,4 PINK FLOCK CHRISTMAS BALLS,37,46.25,11
84801B,WHITE HYDRANGEA ART FLOWER,22,46.2,3
85160B,BLACK BIRD GARDEN DESIGN MUG,105,46.11,15
85031A,ROMANTIC IMAGES SCRAP BOOK SET,16,45.9,7
35916C,PINK FELT HANGING HEART W FLOWER,54,45.9,5
21089,SET/6 GREEN SPRING PAPER CUPS,231,45.730000000000004,24
84247L,FAWN AND MUSHROOM GREETING CARD,108,45.36,8
21413,PERIWINKLE T-LIGHT HOLDER,36,45.0,10
90155,RESIN NECKLACE W PASTEL BEADS,6,45.0,4
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,12,45.0,5
90161A,ANT COPPER RED BOUDICCA BRACELET,9,44.550000000000004,6
21847,GREEN  DIAMANTE PEN IN GIFT BOX,9,44.550000000000004,5
90133,TEAL/FUSCHIA COL BEAD NECKLACE,9,44.55,3
90142D,MOP PENDANT SHELL NECKLACE,9,44.55,3
85185D,FROG SOCK PUPPET,15,44.25000000000001,8
20653,CHERRY BLOSSOM LUGGAGE TAG,33,43.67,6
47344B,BLUE FLOWER DES PURSE,44,43.66,6
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",235,43.65,14
46138B,BLUE CHENILLE SHAGGY CUSHION COVER ,43,43.15,12
90035A,"PEARL & SHELL 42""NECKL. GREEN",4,43.0,2
79144B,PAINTED LIGHTBULB STAR+ MOON,108,42.96,15
17084A,TRANQUILITY MASALA INCENSE,200,42.0,7
22987,WRAP SUMMER ROSE DESIGN,100,42.0,4
90050,CRACKED GLAZE NECKLACE IVORY,6,41.7,2
90051,CRACKED GLAZE NECKLACE RED,6,41.7,3
15030,FAN BLACK FRAME ,143,41.47,12
85089,CANDY SPOT BUNNY,14,41.300000000000004,5
90162C,ANT SILVER FUSCHIA BOUDICCA RING,14,41.300000000000004,7
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,11,41.25,6
84921,CREAM AND PINK FLOWERS PONY ,11,41.25,5
